scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
,THEACEAE,Ternstroemia sp.,Pentaphylacaceae,Ternstroemia,Mutis ex L. f.,flowering plants,Accepted,Pentaphylacaceae,Mutis ex L. f.,-13.6333333,-41.3666667,1983-07-04,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Dalbergia miscolobium,Fabaceae,Dalbergia miscolobium Benth.,Fabaceae,Dalbergia miscolobium,Benth.,flowering plants,Accepted,Fabaceae,Benth.,,,1966-03-06,MO,MO,MO,MO,,280,1
Zygopetalum maculatum,ORCHIDACEAE,Zygopetalum intermedium,Orchidaceae,Zygopetalum intermedium,Lodd. ex Lindl.,flowering plants,Accepted,Orchidaceae,(Kunth) Garay,,,2000-04-13,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Clusia hilariana,Clusiaceae(=Guttiferae),Clusia hilariana,Clusiaceae,Clusia hilariana,Schltdl.,flowering plants,Accepted,Clusiaceae,Schltdl.,-19.971389,-40.530278,1994-11-17,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Banisteriopsis latifolia,Malpighiaceae,Banisteriopsis latifolia,Malpighiaceae,Banisteriopsis latifolia,(A. Juss.) B. Gates,flowering plants,Accepted,Malpighiaceae,(A. Juss.) B. Gates,-22.75,-48.416667,1972-12-28,SpeciesLink,UnB,UnB,UnB,UB,1227,1
,Apiaceae,Eryngium L.,Apiaceae,Eryngium,L.,flowering plants,Accepted,Apiaceae,L.,-19.216667,-57.566667,1984-10-04,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP,2018,1
Psychotria colorata,Rubiaceae,Psychotria colorata Müll.Arg.,Rubiaceae,Psychotria colorata,(Willd. ex Schult.) Müll.Arg.,flowering plants,Accepted,Rubiaceae,(Willd. ex Schult.) Müll.Arg.,,,2015-02-19,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Casearia commersoniana,Salicaceae,Casearia commersoniana Cambess.,Salicaceae,Casearia commersoniana,Cambess.,flowering plants,Accepted,Salicaceae,Cambess.,,,1998-09-22,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,2016-06-26,GBIF,UEM,UEM,UEM,HUEM,2180,1
Macrolobium montanum,Fabaceae,Macrolobium montanum Ducke,Fabaceae,Macrolobium montanum,Ducke,flowering plants,Accepted,Fabaceae,Ducke,-10.8339,-52.8731,1923-04-18,GBIF,F,F,F,Botany,3567,1
Trichilia silvatica,Meliaceae,Trichilia silvatica C. DC.,Meliaceae,Trichilia silvatica,C. DC.,flowering plants,Accepted,Meliaceae,C. DC.,-23.62028,-45.40972,2000-09-21,NY,NY,NY,NY,Herbarium,104,1
Tapirira obtusa,Anacardiaceae,Tapirira marchandii Engl.,Anacardiaceae,Tapirira marchandii,Engl.,flowering plants,Accepted,Anacardiaceae,(Benth.) J.D. Mitch.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,Juss.,flowering plants,Accepted,Myrtaceae,Juss.,-14.499722,-39.115,2004-03-18,SpeciesLink,UnB,UnB,UnB,UB,1227,1
,Euphorbiaceae,Croton L.,Euphorbiaceae,Croton,L.,flowering plants,Accepted,Euphorbiaceae,L.,-22,-42.05,1990-06-25,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Bolboschoenus robustus,Cyperaceae,Bolboschoenus robustus (Pursh) Soják,Cyperaceae,Bolboschoenus robustus,(Pursh) Soják,flowering plants,Accepted,Cyperaceae,(Pursh) Soják,-15.669167,-38.9925,2001-10-14,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Curtia verticillaris,Gentianaceae,Curtia verticillaris,Gentianaceae,Curtia verticillaris,(Spreng.) Knobl.,flowering plants,Accepted,Gentianaceae,(Spreng.) Knobl.,-11.333333,-40.516667,2006-08-03,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Luehea grandiflora,Malvaceae,Luehea grandiflora Mart.,Malvaceae,Luehea grandiflora,Mart.,flowering plants,Accepted,Malvaceae,Mart.,-22.696944,-43.937222,2011-05-28,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,CHRYSOBALANACEAE,Hirtella,Chrysobalanaceae,Hirtella,L.,flowering plants,Accepted,Chrysobalanaceae,L.,-12.5,-46.5,1995-08-15,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Monnina cardiocarpa,Polygalaceae,Monnina cardiocarpa A.St.-Hil.,Polygalaceae,Monnina cardiocarpa,A. St.-Hil.,flowering plants,Accepted,Polygalaceae,A. St.-Hil.,-30.551333,-53.559556,2015-01-01,GBIF,UCS,UCS,UCS,HUCS,3380,1
Leandra barbinervis,Melastomataceae,Leandra barbinervis Cogn.,Melastomataceae,Leandra barbinervis,(Cham. ex Triana) Cogn.,flowering plants,Accepted,Melastomataceae,(Cham. ex Triana) Cogn.,-22,-42.5,1980-04-23,GBIF,F,F,F,Botany,3567,1
Calopogonium mucunoides,Leguminosae-Pap.,Calopogonium mucunoides,Fabaceae,Calopogonium mucunoides,Desv.,flowering plants,Accepted,Fabaceae,Desv.,-8.494444,-35.695833,1996-03-06,SpeciesLink,IPA,IPA,IPA,IPA,894,1
,Polypodiaceae,Pecluma M.G.Price,Polypodiaceae,Pecluma,M.G. Price,ferns and allies,Accepted,Polypodiaceae,M.G. Price,-12.516667,-40.3,1974-08-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Mikania psilostachya,Asteraceae,Mikania psilostachya DC.,Asteraceae,Mikania psilostachya,DC.,flowering plants,Accepted,Asteraceae,DC.,-15.609167,-47.736944,2012-08-01,GBIF,UnB,UnB,UnB,UB,3120,1
Melothria campestris,Cucurbitaceae,Melothria campestris (Naudin) H.Schaef. & S.S.Renner,Cucurbitaceae,Melothria campestris,(Naudin) H. Schaef. & S.S. Renner,flowering plants,Accepted,Cucurbitaceae,(Naudin) H. Schaef. & S.S. Renner,-17.73,-48.75,1974-12-23,GBIF,US,US,US,Botany,3271,1
,Cyperaceae,Scleria,Cyperaceae,Scleria,P.J. Bergius,flowering plants,Accepted,Cyperaceae,P.J. Bergius,-23.4339,-45.0711,2006-12-06,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Peperomia cordigera,Piperaceae,Peperomia cordigera Dahlst. var. pililamina Yunck.,Piperaceae,Peperomia cordigera var. pililamina,Yunck.,flowering plants,Accepted,Piperaceae,Yunck.,-19.80194,-40.85556,1946-01-01,NY,NY,NY,NY,Herbarium,104,1
Psidium myrsinites,Myrtaceae,Psidium myrsinites DC.,Myrtaceae,Psidium myrsinites,DC.,flowering plants,Accepted,Myrtaceae,DC.,-11.557778,-46.114167,,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Lavoisiera bergii,Melastomataceae,Lavoisiera bergii Cogn.,Melastomataceae,Lavoisiera bergii,Cogn.,flowering plants,No opinion,Melastomataceae,Cogn.,-13.766667,-47.5,1994-05-23,GBIF,UnB,UnB,UnB,UB,3120,1
Rinorea guianensis,Violaceae,Violaceae Rinorea guianensis,Violaceae,Rinorea guianensis,Aubl.,flowering plants,Accepted,Violaceae,Aubl.,-1.73408,-51.51098,2006-11-23,TEAM,Caxiuanã,Fernanda Santos,,,36,1
Canna paniculata,CANNACEAE,Canna paniculata Ruiz & Pav.,Cannaceae,Canna paniculata,Ruiz & Pav.,flowering plants,Accepted,Cannaceae,Ruiz & Pav.,-22.45,-43.4666667,2004-08-14,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Rudgea minor,Rubiaceae,Rudgea calycina Benth.,Rubiaceae,Rudgea calycina,Benth.,flowering plants,Accepted,Rubiaceae,(Benth.) Zappi,-19.805556,-40.681389,1999-02-12,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Micropholis crassipedicellata,Sapotaceae,Micropholis crassipedicellata Pierre,Sapotaceae,Micropholis crassipedicellata,(Mart. & Eichler ex Miq.) Pierre,flowering plants,Accepted,Sapotaceae,(Mart. & Eichler ex Miq.) Pierre,-15.187222,-39.065556,2010-06-12,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Sisyrinchium vaginatum,Iridaceae,Sisyrinchium vaginatum subsp. tereticaule Ravenna,Iridaceae,Sisyrinchium vaginatum,Spreng.,flowering plants,Accepted,Iridaceae,Spreng.,-15.916667,-47.891111,2012-05-14,GBIF,UnB,UnB,UnB,UB,3120,1
Vantanea parviflora,Humiriaceae,Vantanea parviflora Lam.,Humiriaceae,Vantanea parviflora,Lam.,flowering plants,Accepted,Humiriaceae,Lam.,-10.25,-36.255,2003-04-22,GBIF,IMA,IMA,IMA,MAC,2458,1
,Meliaceae,Trichilia,Meliaceae,Trichilia,P. Browne,flowering plants,Accepted,Meliaceae,P. Browne,-10,-67.833333,1980-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Dasyphyllum brasiliense,Asteraceae,Dasyphyllum brasiliense (Spreng.) Cabrera,Asteraceae,Dasyphyllum brasiliense,(Spreng.) Cabrera,flowering plants,Accepted,Asteraceae,(Spreng.) Cabrera,-26.64,-51.930278,2009-04-16,GBIF,Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),HEPH,2371,1
Ocotea glomerata,Lauraceae,Ocotea glomerata (Nees) Mez,Lauraceae,Ocotea glomerata,(Nees) Mez,flowering plants,Accepted,Lauraceae,(Nees) Mez,-7.713056,-34.990278,2010-11-19,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Calophyllum brasiliense,Clusiaceae,Calophyllum brasiliense Cambess.,Calophyllaceae,Calophyllum brasiliense,Cambess.,flowering plants,Accepted,Calophyllaceae,Cambess.,-16.033,-48.05,1966-03-18,NY,NY,NY,NY,Herbarium,104,1
Austroeupatorium inulaefolium,Asteraceae,Austroeupatorium inulaefolium (Kunth) R.M.King & H.Rob.,Asteraceae,Austroeupatorium inulaefolium,(Kunth) R.M.King & H.Rob.,flowering plants,Accepted,Asteraceae,(Kunth) R.M.King & H.Rob.,-22.55,-43.18,1929-03-17,GBIF,US,US,US,Botany,3271,1
Miconia sellowiana,Melastomataceae,Miconia sellowiana Naudin,Melastomataceae,Miconia sellowiana,Naudin,flowering plants,Accepted,Melastomataceae,Naudin,-20.434444,-46.653611,2003-11-27,GBIF,USP,USP,USP,SPF,3527,1
Senecio oleosus,Asteraceae,Senecio oleosus Vell.,Asteraceae,Senecio oleosus,Vell.,flowering plants,Accepted,Asteraceae,Vell.,-28.164,-49.5504,1995-10-05,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Eperua glabriflora,Caesalpiniaceae,Eperua glabriflora (Ducke) R. S. Cowan,Fabaceae,Eperua glabriflora,(Ducke) R.S. Cowan,flowering plants,Accepted,Fabaceae,(Ducke) R.S. Cowan,-2.416667,-59.9,1992-01-01,NY,NY,NY,NY,Herbarium,104,1
Trichomanes polypodioides,Hymenophyllaceae,Trichomanes polypodioides L.,Hymenophyllaceae,Trichomanes polypodioides,L.,ferns and allies,Accepted,Hymenophyllaceae,L.,-27.775278,-48.4925,2010-03-16,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Utricularia gibba,Lentibulariaceae,Utricularia gibba,Lentibulariaceae,Utricularia gibba,L.,flowering plants,Accepted,Lentibulariaceae,L.,-6.501667,-39.299167,2010-05-15,SpeciesLink,UFC,UFC,UFC,EAC,418,1
Casearia arborea,Salicaceae,Casearia arborea (Rich.) Urb.,Salicaceae,Casearia arborea,(Rich.) Urb.,flowering plants,Accepted,Salicaceae,(Rich.) Urb.,,,1979-10-27,GBIF,US,US,US,Botany,3271,1
Coccocypselum condalia,Rubiaceae,Coccocypselum condalia Pers.,Rubiaceae,Coccocypselum condalia,Pers.,flowering plants,Accepted,Rubiaceae,Pers.,-22.137944,-44.74825,2010-07-25,GBIF,Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),CESJ,2728,1
Paspalum polyphyllum,Poaceae,Paspalum bicilium Mez,Poaceae,Paspalum bicilium,Mez,flowering plants,Accepted,Poaceae,Nees ex Trin.,-14.51,-47.63916,1995-01-01,MO,MO,MO,MO,,280,1
Clematis dioica,RANUNCULACEAE,Clematis dioica,Ranunculaceae,Clematis dioica,L.,flowering plants,Accepted,Ranunculaceae,L.,-19.935833,-40.6,1985-08-13,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,2013-07-23,GBIF,UFRB,UFRB,UFRB,HURB,3083,1
,Eriocaulaceae,Paepalanthus Mart.,Eriocaulaceae,Paepalanthus,Mart.,flowering plants,Accepted,Eriocaulaceae,Mart.,-17.079167,-43.325556,2004-04-04,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mimosa pseudoradula,Leguminosae,Mimosa pseudoradula,Fabaceae,Mimosa pseudoradula,Glaz. ex Barneby,flowering plants,Accepted,Fabaceae,Glaz. ex Barneby,-16.75,-47.666667,1995-11-19,SpeciesLink,IBt,IBt,IBt,SP,971,1
Merremia digitata,Convolvulaceae,Merremia digitata var. ericoides (Meisn.) D.F.Austin & Staples,Convolvulaceae,Merremia digitata var. ericoides,(Meisn.) D.F. Austin & Staples,flowering plants,Accepted,Convolvulaceae,(Meisn.) D.F. Austin & Staples,-15.566667,-48.033333,,GBIF,UnB,UnB,UnB,UB,3120,1
Paepalanthus scirpeus,Eriocaulaceae,Paepalanthus scirpeus Mart. ex Körn.,Eriocaulaceae,Paepalanthus scirpeus,Mart. ex Körn.,flowering plants,Accepted,Eriocaulaceae,Mart. ex Körn.,-18.194167,-43.619722,2010-04-24,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Hyptidendron rondonicum,Lamiaceae,Hyptis rondonica Harley,Lamiaceae,Hyptis rondonica,Harley,flowering plants,Accepted,Lamiaceae,(Harley) Harley,-12.75,-60.167,1979-11-06,NY,NY,NY,NY,Herbarium,104,1
,Sapindaceae,Allophylus L.,Sapindaceae,Allophylus,L.,flowering plants,Accepted,Sapindaceae,L.,-10.3075,-48.118056,1994-03-22,GBIF,UnB,UnB,UnB,UB,3120,1
Psidium schenckianum,Myrtaceae,Psidium schenckianum Kiaersk.,Myrtaceae,Psidium schenckianum,Kiaersk.,flowering plants,Accepted,Myrtaceae,Kiaersk.,-9.723056,-39.332222,2000-03-30,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Astrocaryum sociale,Arecaceae,Astrocaryum sociale Barb.Rodr.,Arecaceae,Astrocaryum sociale,Barb. Rodr.,flowering plants,Accepted,Arecaceae,Barb. Rodr.,-2.883333,-59.97,1986-11-10,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Oxypetalum alpinum,Apocynaceae,Oxypetalum alpinum (Vell.) J.Fontella Pereira & E.A.Schwarz,Apocynaceae,Oxypetalum alpinum,(Vell.) Fontella & E.A. Schwarz,flowering plants,Accepted,Apocynaceae,(Vell.) Fontella & E.A. Schwarz,-26.039167,-48.954444,2014-11-04,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Eugenia punicifolia,MYRTACEAE,Eugenia punicifolia (Kunth) DC.,Myrtaceae,Eugenia punicifolia,(Kunth) DC.,flowering plants,Accepted,Myrtaceae,(Kunth) DC.,,,1997-09-30,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Schwartzia adamantium,Marcgraviaceae,Norantea adamantium Cambess.,Marcgraviaceae,Norantea adamantium,Cambess.,flowering plants,Accepted,Marcgraviaceae,(Cambess.) Bedell ex Gir.-Cañas,-14.033333,-47.433333,1994-06-15,GBIF,UFG,UFG,UFG,UFG,3801,1
,Myrtaceae,Myrcia DC.,Myrtaceae,Myrcia,DC.,flowering plants,Accepted,Myrtaceae,DC.,-15.007778,-59.95,1977-08-09,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
,Rubiaceae,Rubiaceae,Rubiaceae,Rubiaceae,Juss.,flowering plants,Accepted,Rubiaceae,Juss.,-22.908333,-53.64,2007-10-17,GBIF,UEM,UEM,UEM,HUEM,2180,1
Tetrapterys salicifolia,Malpighiaceae,Tetrapterys salicifolia (A.Juss.) Nied.,Malpighiaceae,Tetrapterys salicifolia,Nied.,flowering plants,No opinion,Malpighiaceae,Nied.,-24.217222,-49.696667,2006-11-18,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Lygodium venustum,Lygodiaceae,Lygodium venustum Sw.,Lygodiaceae,Lygodium venustum,Sw.,ferns and allies,Accepted,Lygodiaceae,Sw.,-14.740417,-52.590356,2013-03-03,GBIF,UNEMAT,UNEMAT,UNEMAT,NX,1849,1
Dalechampia triphylla,Euphorbiaceae,Dalechampia triphylla Lam.,Euphorbiaceae,Dalechampia triphylla,Lam.,flowering plants,Accepted,Euphorbiaceae,Lam.,-16.058278,-40.030722,2003-02-19,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Mikania nodulosa,Asteraceae,Mikania nodulosa Sch. Bip. ex Baker,Asteraceae,Mikania nodulosa,Sch. Bip. ex Baker,flowering plants,Accepted,Asteraceae,Sch. Bip. ex Baker,-16.867,-39.25,1998-09-13,NY,NY,NY,NY,Herbarium,104,1
Ossaea angustifolia,Melastomataceae,Ossaea angustifolia,Melastomataceae,Ossaea angustifolia,Triana,flowering plants,Accepted,Melastomataceae,Triana,-24.041111,-46.824167,2001-04-17,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Trimezia cathartica,Iridaceae,Trimezia cathartica,Iridaceae,Trimezia cathartica,(Klatt) Niederl.,flowering plants,Accepted,Iridaceae,(Klatt) Niederl.,-10.4,-47.1,,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Markea coccinea,Solanaceae,Markea coccinea,Solanaceae,Markea coccinea,Rich.,flowering plants,Accepted,Solanaceae,Rich.,-0.966667,-57.15,1986-08-25,SpeciesLink,FEMACT,FEMACT,FEMACT,MIRR,707,1
Psychotria leiocarpa,Rubiaceae,Psychotria leiocarpa Cham. & Schltdl.,Rubiaceae,Psychotria leiocarpa,Cham. & Schltdl.,flowering plants,Accepted,Rubiaceae,Cham. & Schltdl.,,,1999-11-25,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Hypochaeris lutea,Asteraceae,Hypochaeris lutea (Vell.) Britton,Asteraceae,Hypochaeris lutea,(Vell.) Britton,flowering plants,Accepted,Asteraceae,(Vell.) Britton,-25.5527,-49.8071,2005-08-04,GBIF,"Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR",EFC,1864,1
Xyris ciliata,Xyridaceae,Xyris ciliata Thunb.,Xyridaceae,Xyris ciliata,Thunb.,flowering plants,Accepted,Xyridaceae,Thunb.,-12.65,-38.333333,1994-07-10,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Clavija caloneura,Primulaceae,Clavija caloneura Mart. ex Miq.,Primulaceae,Clavija caloneura,Mart. ex Miq.,flowering plants,Accepted,Primulaceae,Mart. ex Miq.,-15.239167,-40.234722,,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Stilpnopappus tomentosus,Asteraceae,Stilpnopappus tomentosus Mart. ex DC.,Asteraceae,Stilpnopappus tomentosus,Mart. ex DC.,flowering plants,Accepted,Asteraceae,Mart. ex DC.,-13.25,-41.9,1991-12-31,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Anadenanthera colubrina,leguminosae,anadenanthera colubrina,Fabaceae,Anadenanthera colubrina,(Vell.) Brenan,flowering plants,Accepted,Fabaceae,(Vell.) Brenan,-23.7102,-47.1009,2000-03-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
,Connaraceae,Connaraceae,Connaraceae,Connaraceae,R. Br.,flowering plants,Accepted,Connaraceae,R. Br.,-10.416667,-50.5,1985-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
,Annonaceae,Guatteria,Annonaceae,Guatteria,Ruiz & Pav.,flowering plants,Accepted,Annonaceae,Ruiz & Pav.,-18.473303,-43.488094,2011-04-09,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
Calliandra mucugeana,Fabaceae,Calliandra mucugeana Renvoize,Fabaceae,Calliandra mucugeana,Renvoize,flowering plants,Accepted,Fabaceae,Renvoize,-13.005833,-41.389444,1994-02-20,GBIF,USP,USP,USP,SPF,3527,1
Schlotheimia rugifolia,Orthotrichaceae,Schlotheimia rugifolia (Hook.) Schwägr.,Orthotrichaceae,Schlotheimia rugifolia,(Hook.) Schwägr.,bryophytes,Accepted,Orthotrichaceae,(Hook.) Schwägr.,-26.66666,-50.21666,1977-09-03,MO,MO,MO,MO,,280,1
,Cyperaceae,Rhynchospora gr. tenuis,Cyperaceae,Rhynchospora,Vahl,flowering plants,Accepted,Cyperaceae,Vahl,-13.533333,-41.95,,SpeciesLink,UFPI,UFPI,UFPI,TEPB,161,1
,Calophyllaceae,Kielmeyera Mart.,Calophyllaceae,Kielmeyera,,flowering plants,Accepted,Calophyllaceae,,-18.4137,-43.273,2001-03-28,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Periandra coccinea,Fabaceae,Periandra coccinea (Schrad.) Benth.,Fabaceae,Periandra coccinea,(Schrad.) Benth.,flowering plants,Accepted,Fabaceae,(Schrad.) Benth.,-8.3,-36,1998-10-05,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Sticherus bifidus,Gleicheniaceae,Gleichenia bifida,Gleicheniaceae,Gleichenia bifida,(Willd.) Spreng.,ferns and allies,Accepted,Gleicheniaceae,(Willd.) Ching,-29.393611,-49.846111,1905-06-30,SpeciesLink,PUCRS,PUCRS,PUCRS,MPUC,681,1
Lippia origanoides,Verbenaceae,Lippia origanoides Kunth,Verbenaceae,Lippia origanoides,Kunth,flowering plants,Accepted,Verbenaceae,Kunth,-13.264167,-41.443611,2009-10-10,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Ouratea discophora,Ochnaceae,Ouratea discophora Ducke,Ochnaceae,Ouratea discophora,Ducke,flowering plants,Accepted,Ochnaceae,Ducke,1.166667,-51.616667,1983-09-06,GBIF,IEPA,IEPA,IEPA,HAMAB,1758,1
Cambessedesia espora,Melastomataceae,Cambessedesia espora DC.,Melastomataceae,Cambessedesia espora,(A. St.-Hil. ex Bonpl.) DC.,flowering plants,Accepted,Melastomataceae,(A. St.-Hil. ex Bonpl.) DC.,-20.197222,-43.605,2015-09-29,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Mouriri nigra,Melastomataceae,Mouriri nigra (DC.) Morley,Melastomataceae,Mouriri nigra,(DC.) Morley,flowering plants,Accepted,Melastomataceae,(DC.) Morley,-2.407222,-59.761111,1993-03-01,GBIF,USP,USP,USP,SPF,3527,1
Fridericia bahiensis,Bignoniaceae,Arrabidaea bahienesis,Bignoniaceae,Arrabidaea bahiensis,(Schauer ex DC.) Sandwith & Moldenke,flowering plants,Accepted,Bignoniaceae,(Schauer ex DC.) L.G. Lohmann,-12.7533333333,-39.7666666667,1997-01-25,SpeciesLink,UESB,UESB,UESB,HUESB,1224,1
Megalastrum connexum,Dryopteridaceae,Megalastrum connexum (Kaulf.) A.R.Sm. & R.C.Moran,Dryopteridaceae,Megalastrum connexum,(Kaulf.) A.R. Sm. & R.C. Moran,ferns and allies,Accepted,Dryopteridaceae,(Kaulf.) A.R. Sm. & R.C. Moran,-15.393056,-39.564722,2006-08-11,GBIF,UFPR,UFPR,UFPR,UPCB,2201,1
Myrcia laruotteana,Myrtaceae,Myrcia laruotteana Cambess.,Myrtaceae,Myrcia laruotteana,Cambess.,flowering plants,Accepted,Myrtaceae,Cambess.,-20.391111,-41.736111,2012-10-25,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Microlicia fasciculata,Melastomataceae,Microlicia fasciculata Mart.,Melastomataceae,Microlicia fasciculata,Mart. ex Naud.,flowering plants,Accepted,Melastomataceae,Mart. ex Naud.,-14.078611,-47.517778,2001-06-14,GBIF,UnB,UnB,UnB,UB,3120,1
Mimosa microcephala,Fabaceae,Mimosa microcephala Humb. & Bonpl. ex Willd.,Fabaceae,Mimosa microcephala,Humb. & Bonpl. ex Willd.,flowering plants,Accepted,Fabaceae,Humb. & Bonpl. ex Willd.,3.766667,-60.983333,,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Banisteriopsis stellaris,Malpighiaceae,Banisteriopsis stellaris,Malpighiaceae,Banisteriopsis stellaris,(Griseb.) B. Gates,flowering plants,Accepted,Malpighiaceae,(Griseb.) B. Gates,-22.5825,-50.496111,1996-02-13,SpeciesLink,IBt,IBt,IBt,SP,971,1
,,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,0.85,-63.37,1984-02-13,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Miconia albicans,Melastomataceae,Miconia albicans,Melastomataceae,Miconia albicans,(Sw.) Steud.,flowering plants,Accepted,Melastomataceae,(Sw.) Steud.,-21.6,-47.566667,1995-12-14,SpeciesLink,IBt,IBt,IBt,SP,971,1
Cheiloclinium cognatum,Celastraceae,Cheiloclinium cognatum (Miers) A.C.Sm.,Celastraceae,Cheiloclinium cognatum,(Miers) A.C. Sm.,flowering plants,Accepted,Celastraceae,(Miers) A.C. Sm.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
