original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
Calyptranthes cuspidata,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea,NA,NA,accepted,GBIF:3034076,Ocotea,genus,accepted,GBIF:3034076,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,NA,6688,NA,Aubl.,sweetwood
Manihot guyanensis,NA,NA,accepted | replaceSynonym,GBIF:3061025,Manihot esculenta,species,accepted,GBIF:3060998,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,esculenta,NA,3060685,8387310,Crantz,yuca
Erythroxylum martii,NA,NA,accepted,GBIF:3694446,Erythroxylum martii,species,accepted,GBIF:3694446,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,martii,NA,2873937,NA,Peyr.,NA
Baccharis serrulata,NA,NA,accepted,GBIF:7828357,Baccharis serrulata,species,accepted,GBIF:7828357,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,serrulata,NA,3129135,8017532,Pers. (Lam.),vara de visgo
Melochia pilosa,NA,NA,accepted,GBIF:7653535,Melochia pilosa,species,accepted,GBIF:7653535,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melochia,pilosa,NA,3152114,8337984,Fawc. & Rendle (Mill.),NA
Praxelis pauciflora,NA,NA,accepted | replaceSynonym,GBIF:3098145,Praxelis diffusa,species,accepted,GBIF:3098143,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Praxelis,diffusa,NA,8111301,5389166,Pruski (Rich.),NA
Qualea parviflora,NA,NA,accepted,GBIF:7288348,Qualea parviflora,species,accepted,GBIF:7288348,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Qualea,parviflora,NA,7288308,NA,Mart.,NA
Malouetia furfuracea,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbostylis capillaris,NA,NA,accepted,GBIF:5292341,Bulbostylis capillaris,species,accepted,GBIF:5292341,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bulbostylis,capillaris,NA,2719209,2719636,Kunth ex C.B.Clarke (L.),Threadleaf Beakseed
Eugenia lambertiana,NA,NA,accepted,GBIF:5416727,Eugenia lambertiana,species,accepted,GBIF:5416727,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,lambertiana,NA,3177662,NA,DC.,NA
Machaerium hirtum,NA,NA,accepted,GBIF:5354979,Machaerium hirtum,species,accepted,GBIF:5354979,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,hirtum,NA,2959589,5354982,Stellfeld (Vell.),Tureque
Piptocarpha sellowii,NA,NA,accepted,GBIF:5406653,Piptocarpha sellowii,species,accepted,GBIF:5406653,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Piptocarpha,sellowii,NA,8003976,NA,Baker (Sch.Bip.),braco forte
Trembleya parviflora,NA,NA,accepted,GBIF:3868371,Trembleya parviflora,species,accepted,GBIF:3868371,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Trembleya,parviflora,NA,3188555,5599663,Cogn. (D.Don),NA
Nymphaea,NA,NA,accepted,GBIF:2882411,Nymphaea,genus,accepted,GBIF:2882411,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,NA,NA,2423,NA,L.,waterlily
Fabaceae,NA,NA,accepted,GBIF:5386,Fabaceae,family,accepted,GBIF:5386,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,NA,NA,1370,NA,NA,マメ科
Solanum concinnum,NA,NA,accepted,GBIF:2931904,Solanum concinnum,species,accepted,GBIF:2931904,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,concinnum,NA,2928997,NA,Schott ex Sendtn.,NA
Pteris denticulata,NA,NA,accepted,GBIF:5275414,Pteris denticulata,species,accepted,GBIF:5275414,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,denticulata,NA,2651676,NA,Sw.,toothed brake
Impatiens walleriana,NA,NA,accepted,GBIF:2891772,Impatiens walleriana,species,accepted,GBIF:2891772,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,walleriana,NA,2891766,NA,Hook.fil.,Zanzibar balsam
Miconia compressa,NA,NA,accepted,GBIF:3869442,Miconia compressa,species,accepted,GBIF:3869442,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,compressa,NA,3188558,NA,Naudin,NA
Guarea guidonia,NA,NA,accepted,GBIF:3190500,Guarea guidonia,species,accepted,GBIF:3190500,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Guarea,guidonia,NA,3190499,5421366,Sleumer (L.),requia
Cynanchum roulinioides,NA,NA,accepted,GBIF:3575388,Cynanchum roulinioides,species,accepted,GBIF:3575388,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cynanchum,roulinioides,NA,3170354,3570862,Rapini (E.Fourn.),NA
Tabernaemontana linkii,NA,NA,accepted,GBIF:3616434,Tabernaemontana linkii,species,accepted,GBIF:3616434,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,linkii,NA,3169624,3615833,A.DC.,janaguba
Xyris hymenachne,NA,NA,accepted,GBIF:2693009,Xyris hymenachne,species,accepted,GBIF:2693009,Plantae,Tracheophyta,Liliopsida,Poales,Xyridaceae,Xyris,hymenachne,NA,2692599,NA,Mart.,NA
Chrysophyllum sanguinolentum balata,NA,NA,accepted,GBIF:2885785,Chrysophyllum sanguinolentum balata,subspecies,accepted,GBIF:2885785,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,sanguinolentum,balata,2885779,2885786,T.D.Penn. (Ducke),irana
Lessingianthus hoveaefolius,NA,NA,accepted,GBIF:3117909,Lessingianthus hoveaefolius,species,accepted,GBIF:3117909,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lessingianthus,hoveaefolius,NA,3117732,NA,"H.Rob., 1988 (Gardner)",NA
Neea oppositifolia,NA,NA,accepted,GBIF:3701060,Neea oppositifolia,species,accepted,GBIF:3701060,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Neea,oppositifolia,NA,3086079,NA,Ruiz & Pav.,joao mole
Canna indica,NA,NA,accepted,GBIF:8034409,Canna indica,species,accepted,GBIF:8034409,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,indica,NA,2762470,NA,L.,yuquilla
Microstachys corniculata,NA,NA,accepted,GBIF:3074638,Microstachys corniculata,species,accepted,GBIF:3074638,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Microstachys,corniculata,NA,3074584,3074691,A.Juss. ex Griseb. (Vahl),hato tejas
Roupala montana,NA,NA,accepted,GBIF:7831077,Roupala montana,species,accepted,GBIF:7831077,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Roupala,montana,NA,7286930,NA,Aubl.,sambaibinha
Ertela trifolia,NA,NA,accepted,GBIF:3832240,Ertela trifolia,species,accepted,GBIF:3832240,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ertela,trifolia,NA,7268971,7806231,Kuntze (L.),pimenta de lagarta
Paspalum hydrophilum,NA,NA,accepted | replaceSynonym,GBIF:2705606,Paspalum wrightii,species,accepted,GBIF:4151531,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,wrightii,NA,2705540,NA,Hitchc. & Chase,NA
Cochlospermum vitifolium,NA,NA,accepted,GBIF:2874865,Cochlospermum vitifolium,species,accepted,GBIF:2874865,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cochlospermaceae,Cochlospermum,vitifolium,NA,2874864,2874866,Spreng. (Willd.),tecomasuchil
Stryphnodendron pulcherrimum,NA,NA,accepted,GBIF:2951702,Stryphnodendron pulcherrimum,species,accepted,GBIF:2951702,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Stryphnodendron,pulcherrimum,NA,2951701,2951708,Hochr. (Willd.),timborana
Passiflora misera,NA,NA,accepted,GBIF:3587005,Passiflora misera,species,accepted,GBIF:3587005,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,misera,NA,2874172,NA,Kunth,tripa de galinha
Solanum ramulosum,NA,NA,accepted,GBIF:2930672,Solanum ramulosum,species,accepted,GBIF:2930672,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,ramulosum,NA,2928997,NA,Sendtn.,papa goela
Capsicum chinense,NA,NA,accepted,GBIF:2932942,Capsicum chinense,species,accepted,GBIF:2932942,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,chinense,NA,2932937,NA,Jacq.,yellow squash pepper
Tabebuia aurea,NA,NA,accepted,GBIF:4091191,Tabebuia aurea,species,accepted,GBIF:4091191,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Tabebuia,aurea,NA,7935410,4094480,Benth. & Hook.fil. ex S.Moore (Silva Manso),yellow tabebuia
Begonia cucullata,NA,NA,accepted,GBIF:2874717,Begonia cucullata,species,accepted,GBIF:2874717,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,cucullata,NA,2874710,NA,Willd.,사철베고니아
Arachis sylvestris,NA,NA,accepted | replaceSynonym,GBIF:5353777,Arachis pusilla,species,accepted,GBIF:5353832,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,pusilla,NA,2956684,NA,Benth.,amendoim de caracara
Cupania emarginata,NA,NA,accepted,GBIF:3785722,Cupania emarginata,species,accepted,GBIF:3785722,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,emarginata,NA,3189959,NA,Cambess.,camboata
Gurania ovata,NA,NA,accepted,GBIF:7317601,Gurania ovata,species,accepted,GBIF:7317601,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Gurania,ovata,NA,7317515,NA,Cogn.,NA
Leopoldinia pulchra,NA,NA,accepted,GBIF:2732588,Leopoldinia pulchra,species,accepted,GBIF:2732588,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Leopoldinia,pulchra,NA,2732585,NA,Mart.,NA
Spathiphyllum cannifolium,NA,NA,accepted,GBIF:2869701,Spathiphyllum cannifolium,species,accepted,GBIF:2869701,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Spathiphyllum,cannifolium,NA,2869649,5330487,Schott (Dryand. ex Sims),spatheflower
Paepalanthus macrocephalus,NA,NA,accepted,GBIF:5287160,Paepalanthus macrocephalus,species,accepted,GBIF:5287160,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,macrocephalus,NA,8424714,2692050,Körn. (Bong.),botao branco
Pterocaulon rugosum,NA,NA,accepted,GBIF:5392233,Pterocaulon rugosum,species,accepted,GBIF:5392233,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pterocaulon,rugosum,NA,3106645,5386059,Malme (Vahl),NA
Ocotea martiniana,NA,NA,accepted | replaceSynonym,GBIF:4178950,Ocotea puberula,species,accepted,GBIF:7304142,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,puberula,NA,3034076,4176867,Nees (Rich.),Moena
Miconia tristis,NA,NA,accepted,GBIF:7601120,Miconia tristis,species,accepted,GBIF:7601120,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,tristis,NA,3188558,NA,Spring. ex Mart.,NA
Eugenia oeidocarpa,NA,NA,accepted,GBIF:5416576,Eugenia oeidocarpa,species,accepted,GBIF:5416576,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,oeidocarpa,NA,3177662,NA,Berg,NA
Asteraceae,NA,NA,accepted,GBIF:3065,Asteraceae,family,accepted,GBIF:3065,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,NA,NA,NA,414,NA,NA,キク科
Urvillea ulmacea,NA,NA,accepted,GBIF:5421125,Urvillea ulmacea,species,accepted,GBIF:5421125,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Urvillea,ulmacea,NA,3189974,5577370,Kunth,Liane persil (Lesser Antilles)
Coccoloba laevis,NA,NA,accepted,GBIF:4038253,Coccoloba laevis,species,accepted,GBIF:4038253,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,laevis,NA,2888822,NA,Casar.,pipoca
Bowdichia virgilioides,NA,NA,accepted,GBIF:2975476,Bowdichia virgilioides,species,accepted,GBIF:2975476,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bowdichia,virgilioides,NA,2975475,NA,Kunth,Sucupirucu parda
Pavonia multiflora,NA,NA,accepted,GBIF:5618651,Pavonia multiflora,species,accepted,GBIF:5618651,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,multiflora,NA,3152525,NA,A.St.-Hil.,NA
Polypodiaceae,NA,NA,accepted,GBIF:2368,Polypodiaceae,family,accepted,GBIF:2368,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,NA,NA,NA,392,NA,NA,Tupfelfarngewachse
Qualea dichotoma,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manihot gracilis gracilis,NA,NA,accepted,GBIF:7066832,Manihot gracilis gracilis,subspecies,accepted,GBIF:7066832,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,gracilis,gracilis,3061085,NA,NA,NA
Schultesia guianensis,NA,NA,accepted,GBIF:7269968,Schultesia guianensis,species,accepted,GBIF:7269968,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Schultesia,guianensis,NA,3169862,3841094,Malme (Aubl.),NA
Cyperus rigens,NA,NA,accepted,GBIF:2713519,Cyperus rigens,species,accepted,GBIF:2713519,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,rigens,NA,2713455,NA,J.Presl & C.Presl,Marisque
Trigonia nivea,NA,NA,accepted,GBIF:7309957,Trigonia nivea,species,accepted,GBIF:7309957,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Trigoniaceae,Trigonia,nivea,NA,3231357,NA,Cambess.,cipo de paina
Nautilocalyx,NA,NA,accepted,GBIF:7368374,Nautilocalyx,genus,accepted,GBIF:7368374,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Nautilocalyx,NA,NA,6654,NA,Linden,NA
Justicia thunbergioides,NA,NA,accepted,GBIF:3780196,Justicia thunbergioides,species,accepted,GBIF:3780196,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,thunbergioides,NA,2904597,3781157,Leonard (Lindau),NA
Najas conferta,NA,NA,accepted,GBIF:5329471,Najas conferta,species,accepted,GBIF:5329471,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,conferta,NA,2865618,5329473,A.Braun (A.Braun),NA
Ilex dumosa,NA,NA,accepted,GBIF:7315916,Ilex dumosa,species,accepted,GBIF:7315916,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,dumosa,NA,10792217,NA,Reissek,mate
Myrsine venosa,NA,NA,accepted,GBIF:7330899,Myrsine venosa,species,accepted,GBIF:7330899,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,venosa,NA,3169412,NA,A.DC.,NA
Gomesa glaziovii,NA,NA,accepted,GBIF:2851020,Gomesa glaziovii,species,accepted,GBIF:2851020,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Gomesa,glaziovii,NA,2851004,NA,Cogn.,NA
Trattinnickia rhoifolia,NA,NA,accepted,GBIF:7286794,Trattinnickia rhoifolia,species,accepted,GBIF:7286794,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Trattinnickia,rhoifolia,NA,7286734,NA,Willd.,NA
Micropholis melinoniana,NA,NA,accepted,GBIF:5333923,Micropholis melinoniana,species,accepted,GBIF:5333923,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Micropholis,melinoniana,NA,2887381,NA,Pierre,lagarto moena
Erythroxylum suberosum,NA,NA,accepted,GBIF:7284843,Erythroxylum suberosum,species,accepted,GBIF:7284843,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,suberosum,NA,2873937,NA,A.St.-Hil.,sessenta e dois
Desmodium tortuosum,NA,NA,accepted,GBIF:2967221,Desmodium tortuosum,species,accepted,GBIF:2967221,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,tortuosum,NA,2967050,2967355,DC. (Sw.),Zarzabacoa Tortuosa
Combretum pyramidatum,NA,NA,accepted,GBIF:3698754,Combretum pyramidatum,species,accepted,GBIF:3698754,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,pyramidatum,NA,2986357,NA,Desv.,NA
Peperomia pellucida,NA,NA,accepted,GBIF:3086412,Peperomia pellucida,species,accepted,GBIF:3086412,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,pellucida,NA,3086367,3086413,Kunth (L.),Zeb Couresse (Trinidad & Tobago)
Myrcia splendens,NA,NA,accepted,GBIF:3174691,Myrcia splendens,species,accepted,GBIF:3174691,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,splendens,NA,3173889,3174746,DC. (Sw.),Wild Currant
Peperomia,NA,NA,accepted,GBIF:3086367,Peperomia,genus,accepted,GBIF:3086367,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,NA,NA,6678,NA,Ruiz & Pav.,radiator plants
Peltogyne densiflora,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnemidaria uleana,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipomoea brasiliana,NA,NA,accepted,GBIF:3677342,Ipomoea brasiliana,species,accepted,GBIF:3677342,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,brasiliana,NA,2928509,3678893,Meisn. (Choisy),NA
Senecio selloi,NA,NA,accepted,GBIF:3108638,Senecio selloi,species,accepted,GBIF:3108638,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,selloi,NA,3106738,NA,DC. (Spreng.),NA
Lafoensia pacari,NA,NA,accepted,GBIF:7469490,Lafoensia pacari,species,accepted,GBIF:7469490,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lafoensia,pacari,NA,7286250,NA,A.St.-Hil.,pacari do sertao
Phoradendron quadrangulare,NA,NA,accepted,GBIF:2889874,Phoradendron quadrangulare,species,accepted,GBIF:2889874,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,quadrangulare,NA,2889864,5334519,Griseb. (Kunth),Roi bois
Roupala montana,NA,NA,accepted,GBIF:7831077,Roupala montana,species,accepted,GBIF:7831077,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Roupala,montana,NA,7286930,NA,Aubl.,sambaibinha
Rhodospatha latifolia,NA,NA,accepted,GBIF:2871993,Rhodospatha latifolia,species,accepted,GBIF:2871993,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Rhodospatha,latifolia,NA,2871974,NA,Poepp.,NA
Baccharis serrulata,NA,NA,accepted,GBIF:7828357,Baccharis serrulata,species,accepted,GBIF:7828357,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,serrulata,NA,3129135,8017532,Pers. (Lam.),vara de visgo
Fridericia erubescens,NA,NA,accepted,GBIF:8371001,Fridericia erubescens,species,accepted,GBIF:8371001,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Fridericia,erubescens,NA,3233562,7298505,L.G.Lohmann (DC.),NA
Pagamea coriacea,NA,NA,accepted,GBIF:2902155,Pagamea coriacea,species,accepted,GBIF:2902155,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Pagamea,coriacea,NA,2902141,NA,Spruce ex Benth.,NA
Helicteres,NA,NA,accepted,GBIF:3152154,Helicteres,genus,accepted,GBIF:3152154,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Helicteres,NA,NA,6685,NA,L.,NA
Clusia,NA,NA,accepted,GBIF:3189424,Clusia,genus,accepted,GBIF:3189424,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,NA,NA,6646,NA,L.,attorney
Polygala ligustroides,NA,NA,accepted | replaceSynonym,GBIF:7293314,Caamembeca laureola,species,accepted,GBIF:8235918,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Caamembeca,laureola,NA,7469544,7293373,J.F.B.Pastore (A.St.-Hil. & Moq.),NA
Macroptilium erythroloma,NA,NA,accepted,GBIF:2945076,Macroptilium erythroloma,species,accepted,GBIF:2945076,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Macroptilium,erythroloma,NA,2945015,5349394,Urb. (Mart. ex Benth.),NA
Habenaria,NA,NA,accepted,GBIF:2828306,Habenaria,genus,accepted,GBIF:2828306,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Habenaria,NA,NA,7689,NA,Willd.,bog orchid
Echinochloa crus-galli,Echinochloa crus galli,0.95,accepted | wasMisspelled,GBIF:2702808,Echinochloa crus galli,species,accepted,GBIF:2702808,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,crus-galli,NA,2702794,2702809,P.Beauv. (L.),돌피
Passiflora edulis,NA,NA,accepted,GBIF:2874190,Passiflora edulis,species,accepted,GBIF:2874190,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,edulis,NA,2874172,NA,Sims,Water lemon fruit
Triticum aestivum,NA,NA,accepted,GBIF:7795888,Triticum aestivum,species,accepted,GBIF:7795888,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,aestivum,NA,2706388,NA,L.,밀
Croton dracunculoides,NA,NA,accepted,GBIF:3057920,Croton dracunculoides,species,accepted,GBIF:3057920,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,dracunculoides,NA,3057454,NA,Baill.,NA
Myrcia eriocalyx,NA,NA,accepted,GBIF:3175288,Myrcia eriocalyx,species,accepted,GBIF:3175288,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,eriocalyx,NA,3173889,NA,DC.,NA
Parodia ottonis,NA,NA,accepted,GBIF:7281356,Parodia ottonis,species,accepted,GBIF:7281356,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Parodia,ottonis,NA,7280384,8293587,N.P.Taylor (Lehm.),NA
Aloysia gratissima,NA,NA,accepted,GBIF:5341161,Aloysia gratissima,species,accepted,GBIF:5341161,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Aloysia,gratissima,NA,2925634,4083820,Tronc. (Gillies & Hook.),whitebrush
Lauraceae,NA,NA,accepted,GBIF:6688,Lauraceae,family,accepted,GBIF:6688,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,NA,NA,NA,407,NA,NA,녹나무과
Croton serratifolius,NA,NA,accepted,GBIF:3058391,Croton serratifolius,species,accepted,GBIF:3058391,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,serratifolius,NA,3057454,NA,Baill.,NA
Rauvolfia grandiflora,NA,NA,accepted,GBIF:3617992,Rauvolfia grandiflora,species,accepted,GBIF:3617992,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Rauvolfia,grandiflora,NA,3169769,NA,Mart. ex A.DC.,NA
Campomanesia pubescens,NA,NA,accepted,GBIF:3180981,Campomanesia pubescens,species,accepted,GBIF:3180981,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Campomanesia,pubescens,NA,3180879,5418562,Berg (DC.),NA
Cyathea atrovirens,NA,NA,accepted,GBIF:7314524,Cyathea atrovirens,species,accepted,GBIF:7314524,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,atrovirens,NA,2650273,5650662,Domin (Langsd. & Fisch.),NA
Eugenia biflora,NA,NA,accepted,GBIF:5417812,Eugenia biflora,species,accepted,GBIF:5417812,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,biflora,NA,3177662,3179463,DC. (L.),vassourinha
Xylosma,NA,NA,accepted,GBIF:2874117,Xylosma,genus,accepted,GBIF:2874117,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Xylosma,NA,NA,6664,NA,J.R.Forst. & G.Forst.,산유자나무속
Zornia brasiliensis,NA,NA,accepted,GBIF:5355226,Zornia brasiliensis,species,accepted,GBIF:5355226,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zornia,brasiliensis,NA,2959985,NA,Vogel,NA
Inga,NA,NA,multipleAccepted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isertia hypoleuca,NA,NA,accepted,GBIF:2903528,Isertia hypoleuca,species,accepted,GBIF:2903528,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Isertia,hypoleuca,NA,2903511,NA,Benth.,jambo de mata
Mimosa foliolosa peregrina,NA,NA,accepted,GBIF:2970191,Mimosa foliolosa peregrina,variety,accepted,GBIF:2970191,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,foliolosa,peregrina,2970188,NA,Barneby,NA
Hedyosmum brasiliense,NA,NA,accepted,GBIF:7733283,Hedyosmum brasiliense,species,accepted,GBIF:7733283,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,brasiliense,NA,3086513,NA,Miq.,NA
Baccharis spicata,NA,NA,accepted,GBIF:8205774,Baccharis spicata,species,accepted,GBIF:8205774,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,spicata,NA,3129135,5399301,Baill. (Lam.),vassoura
Phoradendron dipterum,NA,NA,accepted,GBIF:4069515,Phoradendron dipterum,species,accepted,GBIF:4069515,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,dipterum,NA,2889864,NA,Eichler,fourpart mistletoe
Lepidaploa remotiflora,NA,NA,accepted,GBIF:3125182,Lepidaploa remotiflora,species,accepted,GBIF:3125182,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidaploa,remotiflora,NA,3099651,5397738,H.Rob. (Rich.),NA
