DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
MENE2_17590,MENE2,E25081,UNA,BAHIA,BA,Brazil,NA,NA,-15.29,-39.08,Coordinates given in the herbarium record,Km. 9 da estrada Sao Jose de Burarema-Una,Angiosperms,Cactaceae,Rhipsalis,elliptica,Rhipsalis elliptica,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,13,1607,25.7000007629395,Other,YES,NA
MENE2_04185,MENE2,E12895,GUARATUBA,PARANA,PR,Brazil,NA,NA,-25.8828,-48.5747,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Christensonella,subulata,Christensonella subulata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,1979,25,NA,YES,NA
ANNE_04811,ANNE,33313,GARUVA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-26.1,-48.95,Municipality,Estrada Bonita -Serra do Quiriri-,Ferns,Dryopteridaceae,Polybotrya,cylindrica,Polybotrya cylindrica,hemiepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,489,1694,22.2000007629395,Ombrophilous Forest,YES,NA
GOSI_00314,GOSI,E2152,MIGUEL CALMON,BAHIA,BA,Brazil,NA,Secondary Forest,-11.429,-40.595,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,571,590,24.5,Other,YES,NA
FUME_00717,FUME,E0719,ARAPONGA,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-20.6795,-42.44466,20,"Parque Estadual Serra do Brigadeiro, Pico do Bone",Ferns,Polypodiaceae,Moranopteris,achilleifolia,Moranopteris achilleifolia,holoepiphyte,NA,NA,NA,NA,2017,2017,Presence_absence,1509,1591,17.5,Seasonal Forest,YES,NA
MENE2_22782,MENE2,E29801,SAO JOAO DO TIGRE,PARAIBA,PB,Brazil,NA,NA,-8.121111,-36.688611,Coordinates given in the herbarium record,"APA das Oncas-Sitio Lagoa dos Pedros, lajedo dos Pedros",Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,NA,NA,NA,NA,NA,NA,Presence_only,1016,724,22.3999996185303,NA,NO,NA
KERB_03501,KERB,E3501,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,ABUNDANCE,NA,-28.471217,-49.83173,Study site,Rio Pelotas,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,NA,NA,NA,NA,2014,2014,Abundance,1132,1638,19.6000003814697,Ombrophilous Forest,YES,NA
FEMA_00737,FEMA,E737,SANTO ANDRE,SAO PAULO,SP,Brazil,4,NA,-23.771667,-46.34,Municipality,Reserva Biologica do Alto da Serra de Paranapiacaba,Ferns,Dryopteridaceae,Elaphoglossum,glaziovii,Elaphoglossum glaziovii,holoepiphyte,NA,NA,NA,NA,2010,2014,Presence_only,723,2873,20.1000003814697,Ombrophilous Forest,YES,"The specimens examined for this study were compiled from the following herbaria: AAU, B, BHCB, BM, BR, CEPEC, F, FLOR, FURB, GH, HB, HBR, HUEFS, INPA, K, M, MBM, MBML, MO, NY, R, RB, P, PH, PI, S, SP, SPF, UC, UPCB, and US Silva 417 -SP-"
MENE2_09472,MENE2,E17701,GUABIRUBA,SANTA CATARINA,SC,Brazil,NA,NA,-27.09,-49.0494444,Coordinates given in the herbarium record,Aymore.,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,189,1642,24,Ombrophilous Forest,YES,NA
MENE_01170,MENE,E1184,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,NA,NA,NA,NA,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,NA
KERB_00576,KERB,E0576,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Bromeliaceae,Vriesea,rodigasiana,Vriesea rodigasiana,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MENE2_12216,MENE2,E20196,SETE BARRAS,SAO PAULO,SP,Brazil,NA,NA,-24.166667,-47.916667,Coordinates given in the herbarium record,Parque Estadual da Ilha do Cardoso-,Angiosperms,Araceae,Philodendron,corcovadense,Philodendron corcovadense,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,488,1515,22.3999996185303,Ombrophilous Forest,YES,NA
FUME_04261,FUME,E4280,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.70193,-43.87246,100,"Parque Estadual do Ibitipoca, Gruta do Piao",Ferns,Polypodiaceae,Lellingeria,apiculata,Lellingeria apiculata,holoepiphyte,NA,NA,NA,NA,2014,2014,Presence_absence,1301,1770,18,Seasonal Forest,YES,NA
MENE2_22820,MENE2,E29836,MONTENEGRO,RIO GRANDE DO SUL,RS,Brazil,NA,NA,-29.6886,-51.4611,Coordinates given in the herbarium record,NA,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,78,1394,25,Other,YES,NA
FRAN_00127,FRAN,E0130,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938611,-41.544167,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Orchidaceae,Christensonella,subulata,Christensonella subulata,holoepiphyte,NA,NA,NA,NA,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,NA
VAND_00087,VAND,939,POCOS DE CALDAS,MATO GROSSO DO SUL,MS,Brazil,EJ53,Edge of Riparian Forest,-21.7854,-46.5619,Municipality,Fazenda do Eduardo Junqueira,Angiosperms,Orchidaceae,Myoxanthus,lonchophyllus,Myoxanthus lonchophyllus,holoepiphyte,Lamiaceae,Vitex,polygama,Vitex polygama,2005,2006,Abundance,1512,1686,20.7000007629395,Seasonal Forest,YES,NA
MENE2_27639,MENE2,E4065,CAMPOS DOS GOYTACAZES,RIO DE JANEIRO,RJ,Brazil,NA,NA,-21.7944444,-41.4538889,Coordinates given in the herbarium record,"Distrito de Ibitioca, Fazenda Pedra Negra.",Angiosperms,Bromeliaceae,Billbergia,amoena,Billbergia amoena,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,162,1159,24.5,Other,YES,NA
MENE2_16085,MENE2,E23713,DORES DO RIO PRETO,ESPIRITO SANTO,ES,Brazil,NA,NA,-20.618611,-41.791111,Coordinates given in the herbarium record,"Patrimonio da Penha, Parque Nacional do Caparao, Facao de Pedra",Angiosperms,Orchidaceae,Pabstiella,trifida,Pabstiella trifida,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,955,1333,21.8999996185303,Seasonal Forest,YES,NA
MENE2_01412,MENE2,E10374,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.984167,-40.583333,Coordinates given in the herbarium record,Cabeceira do Rio Bonito,Angiosperms,Araceae,Heteropsis,rigidifolia,Heteropsis rigidifolia,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,748,1342,22,Ombrophilous Forest,YES,NA
KERB_12208,KERB,E12208,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Cactaceae,Hatiora,salicornioides,Hatiora salicornioides,holoepiphyte,Lauraceae,Ocotea,sp.,Ocotea sp.,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
MENE_00315,MENE,E0318,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Malvaceae,Ceiba,speciosa,Ceiba speciosa,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,NA
PERE_00159,PERE,TS474,TEODORO SAMPAIO,SAO PAULO,SP,Brazil,NA,Forest Interior,-22.528635,-52.377733,2000,Fragmento no assentamento Ribeirao Bonito,Angiosperms,Moraceae,Ficus,citrifolia,Ficus citrifolia,hemiepiphyte,NA,NA,NA,NA,2007,2011,Abundance,312,1190,25.2000007629395,Seasonal Forest,YES,Fragmento de 129 ha; habito terricola habito terricola:sim
MENE2_03068,MENE2,E1188,IBATEGUARA,ALAGOAS,AL,Brazil,NA,NA,-8.990277778,-35.84333333,Coordinates given in the herbarium record,Usina Serra Grande-Engenho Coimbra. mata do Ouro.,Angiosperms,Bromeliaceae,Aechmea,fulgens,Aechmea fulgens,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,433,1645,23.8999996185303,Ombrophilous Forest,YES,NA
GOSI_00154,GOSI,E2143,ARATACA,BAHIA,BA,Brazil,NA,Secondary Forest,-15.263,-39.414,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,141,1275,25.2000007629395,Ombrophilous Forest,YES,NA
FUME_04303,FUME,E4322,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.70193,-43.87246,100,"Parque Estadual do Ibitipoca, Gruta do Piao",Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,NA,NA,NA,NA,2014,2014,Presence_absence,1301,1770,18,Seasonal Forest,YES,NA
MENE2_16472,MENE2,E24065,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.931111,-40.617778,Coordinates given in the herbarium record,Valsugana Velha,Angiosperms,Orchidaceae,Prosthechea,allemanoides,Prosthechea allemanoides,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,801,1296,23.2000007629395,Ombrophilous Forest,YES,NA
MENE2_15854,MENE2,E23503,BALSA NOVA,PARANA,PR,Brazil,NA,NA,-25.5839,-49.6356,Coordinates given in the herbarium record,Base da Serra de Sao Luiz do Puruna,Angiosperms,Orchidaceae,Acianthera,serpentula,Acianthera serpentula,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,906,1332,21,Ombrophilous Forest,YES,NA
FRAN_00745,FRAN,E0748,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Bromeliaceae,Aechmea,nudicaulis,Aechmea nudicaulis,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,NA
MENE2_00697,MENE2,E0697,MATINHOS,PARANA,PR,Brazil,NA,NA,-25.7855555,-48.5408333,Coordinates given in the herbarium record,Parque Estadual do Rio da Onca.,Angiosperms,Bromeliaceae,Aechmea,caudata,Aechmea caudata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,47,2026,24.8999996185303,Ombrophilous Forest,YES,NA
BREI_00576,BREI,E576,CANANEIA,SAO PAULO,SP,Brazil,T.B. BREIER 1017,Primary Restinga,-25.077222,-47.929167,1000,Parque Estadual Ilha do Cardoso,Angiosperms,Orchidaceae,Dichaea,pendula,Dichaea pendula,holoepiphyte,NA,NA,NA,NA,2002,2005,Presence_only,5,2481,26.6000003814697,Ombrophilous Forest,YES,NA
MENE2_24350,MENE2,E31227,SAO PAULO,SAO PAULO,SP,Brazil,NA,NA,-23.988,-46.7322,Coordinates given in the herbarium record,Marsilac,Angiosperms,Bromeliaceae,Vriesea,erythrodactylon,Vriesea erythrodactylon,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,583,2620,20.1000003814697,Ombrophilous Forest,YES,NA
KERB_02550,KERB,E2550,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,RS,Brazil,ABUNDANCE,NA,-28.47165,-49.981568,Forest fragment,Rio Pelotas,Angiosperms,Orchidaceae,Acianthera,langeana,Acianthera langeana,holoepiphyte,NA,NA,NA,NA,2014,2014,Abundance,1094,1662,19.2999992370605,Ombrophilous Forest,YES,NA
NUNE_00618,NUNE,E0164,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,NA,Pasture,-22.431361,-42.754056,10,Guapiacu,Angiosperms,Gesneriaceae,Codonanthe,devosiana,Codonanthe devosiana,holoepiphyte,Lamiaceae,Aegiphila,integrifolia,Aegiphila integrifolia,2017,2018,Abundance,151,1361,26.2000007629395,Ombrophilous Forest,YES,NA
FOUN_00342,FOUN,342,UNA,BAHIA,BA,Brazil,5,Forest Edge,-15.166187,-39.041499,20,Reserva Biologica de Una,Angiosperms,Bromeliaceae,Aechmea,turbinocalyx,Aechmea turbinocalyx,holoepiphyte,NA,NA,NA,NA,1998,2000,Abundance,2,1657,25.5,Other,YES,Total plot effort is related to 2 plots of forest edges in a patch vegetation of aprox 800ha herein named Block-C
FUME_07403,FUME,E7423,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,NA,Mixed Ombrophilous Forest,-22.142,-44.7328,2000,Parque Estadual da Serra do Papagaio,Angiosperms,Orchidaceae,Octomeria,geraensis,Octomeria geraensis,holoepiphyte,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,2012,2013,Presence_absence,1798,1890,17.1000003814697,Other,YES,NA
FRAN_00731,FRAN,E0734,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Primary Forest,-20.936667,-41.553333,Forest fragment,Pedra dos Pontoes:primeira mata nebular,Angiosperms,Orchidaceae,Acianthera,heliconiscapa,Acianthera heliconiscapa,holoepiphyte,Araliaceae,Oreopanax,capitatus,Oreopanax capitatus,2016,2016,Abundance,634,1391,20.3999996185303,Seasonal Forest,YES,NA
MENE2_30626,MENE2,E7052,ILHEUS,BAHIA,BA,Brazil,NA,NA,-14.781944,-39.069167,Coordinates given in the herbarium record,mata da Esperanca. 3KM ao N da Rodoviaria. mata ao N da represa.,Angiosperms,Gesneriaceae,Codonanthopsis,uleana,Codonanthopsis uleana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,1882,25.5,NA,YES,NA
KERB_05901,KERB,E5901,BALSA NOVA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.553261,-49.808853,Forest fragment,Ponte dos Arcos,Angiosperms,Cactaceae,Rhipsalis,cereuscula,Rhipsalis cereuscula,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2002,2006,Abundance,882,1364,21.2000007629395,Other,YES,NA
FRAN_00539,FRAN,E0542,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938768,-41.544324,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,Nyctaginaceae,Guapira,opposita,Guapira opposita,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,NA
KERB_11421,KERB,E11421,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Low Restinga Forest,-25.521936,-48.316041,Forest fragment,Low height restinga forest,Angiosperms,Gesneriaceae,Codonanthe,gracilis,Codonanthe gracilis,holoepiphyte,Pentaphylacaceae,Ternstroemia,brasiliensis,Ternstroemia brasiliensis,1997,1999,Presence_only,NA,NA,NA,Ombrophilous Forest,YES,NA
MENE2_19803,MENE2,E27093,PETROPOLIS,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.4527778,-43.2855555,Coordinates given in the herbarium record,Rocio.,Angiosperms,Orchidaceae,Stelis,papaquerensis,Stelis papaquerensis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1413,1821,18,Ombrophilous Forest,YES,NA
MENE2_19202,MENE2,E26547,RIO NEGRO,PARANA,PR,Brazil,NA,NA,-26.1058,-49.7975,Coordinates given in the herbarium record,NA,Angiosperms,Gesneriaceae,Sinningia,douglasii,Sinningia douglasii,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,833,1289,21.3999996185303,Ombrophilous Forest,YES,NA
MESI_00041,MESI,E0041,AREIA,PARAIBA,PB,Brazil,1,Forest,-6.9836,-35.7445,Forest fragment,Parque Estadual Mata do Pau-ferro,Liverworts,Frullaniaceae,Frullania,ericoides,Frullania ericoides,facultative,NA,NA,NA,NA,2009,2009,Presence_only,328,1253,23.2999992370605,NA,YES,NA
MENE2_02623,MENE2,E11475,SAO BENTO DO SUL,SANTA CATARINA,SC,Brazil,NA,NA,-26.365003,-49.235589,Coordinates given in the herbarium record,Braco esquerdo,Angiosperms,Orchidaceae,Leptotes,bicolor,Leptotes bicolor,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,536,1542,22,Ombrophilous Forest,YES,NA
MENE2_28755,MENE2,E5181,MORRETES,PARANA,PR,Brazil,NA,NA,-25.4769,-48.8344,Coordinates given in the herbarium record,"Parque Estadual do Pico do Marumbi, Pico do Morro Facaozinho",Angiosperms,Orchidaceae,Bulbophyllum,granulosum,Bulbophyllum granulosum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,143,1974,25.8999996185303,Ombrophilous Forest,YES,NA
MENE2_15758,MENE2,E23416,PRESIDENTE NEREU,SANTA CATARINA,SC,Brazil,NA,NA,-27.181397,-49.231406,Coordinates given in the herbarium record,Braco do Solao,Angiosperms,Orchidaceae,Anathallis,sclerophylla,Anathallis sclerophylla,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,609,1634,21.7000007629395,Ombrophilous Forest,YES,NA
FUME_03395,FUME,E3414,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.69636,-43.89749,100,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2014,2014,Presence_absence,1714,1771,18,Seasonal Forest,YES,NA
MENE2_12249,MENE2,E20226,ITAJAI,SANTA CATARINA,SC,Brazil,NA,NA,-26.91,-48.66,Coordinates given in the herbarium record,Morro da Fazenda,Angiosperms,Araceae,Philodendron,cordatum,Philodendron cordatum,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,45,1595,24.3999996185303,NA,YES,NA
KERA_00460,KERA,E0460,CURITIBA,PARANA,PR,Brazil,NA,Mixed Ombrophilous Forest,-25.397537,-49.249458,Forest fragment,Bosque do Boa Vista,Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,NA,NA,NA,NA,2001,2002,Presence_only,914,1442,20.8999996185303,Ombrophilous Forest,YES,NA
MENE2_06476,MENE2,E14978,ALFREDO CHAVES,ESPIRITO SANTO,ES,Brazil,NA,NA,-20.635,-40.7497,Coordinates given in the herbarium record,Alfredo Chaves a 7Km da Vila Sao Bento de Urania.,Angiosperms,Bromeliaceae,Nidularium,kautskyanum,Nidularium kautskyanum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,148,1079,27.5,Ombrophilous Forest,YES,NA
PERB_00130,PERB,E0131,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,NA,-21.84250069,-43.79309845,20,"Parque Estadual de Ibitipoca, Nanofloresta nebular, atras das casas dos gestores",Angiosperms,Gesneriaceae,Nematanthus,strigillosus,Nematanthus strigillosus,holoepiphyte,NA,NA,NA,NA,2014,2014,Presence_only,850,1451,22.8999996185303,Seasonal Forest,YES,Example
KERB_10580,KERB,E10580,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Dense Ombrophilous Forest,-25.509754,-48.336076,Study site,Estacao Ecologica da Ilha do Mel,Angiosperms,Bromeliaceae,Vriesea,friburgensis,Vriesea friburgensis,holoepiphyte,NA,NA,NA,NA,1990,2002,Presence_only,1,2184,25.2000007629395,NA,YES,NA
MENE2_20001,MENE2,E27273,ILHEUS,BAHIA,BA,Brazil,NA,NA,-14.777222,-39.091111,Coordinates given in the herbarium record,mata da Esperanca. 2KM ao NNE do Banco da Vitoria. Rod. Ao W da mata.,Angiosperms,Bromeliaceae,Tillandsia,bulbosa,Tillandsia bulbosa,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,2,1842,25.5,Ombrophilous Forest,YES,NA
KERA_00613,KERA,E0613,CURITIBA,PARANA,PR,Brazil,NA,Mixed Ombrophilous Forest,-25.442852,-49.236554,Forest fragment,Jardim Botanico Municipal,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,NA,NA,NA,NA,2001,2002,Presence_only,914,1369,20.8999996185303,Ombrophilous Forest,YES,NA
KERB_11614,KERB,E11614,PARANAGUA,PARANA,PR,Brazil,ABUNDANCE,Low Restinga Forest,-25.521936,-48.316041,Forest fragment,Low height restinga forest,Angiosperms,Orchidaceae,Epidendrum,latilabrum,Epidendrum latilabrum,holoepiphyte,Calophyllaceae,Calophyllum,brasiliense,Calophyllum brasiliense,1997,1999,Presence_only,NA,NA,NA,Ombrophilous Forest,YES,NA
GOSI_02161,GOSI,E1105,LAPA,PARANA,PR,Brazil,NA,Secondary Forest,-25.77,-49.716,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,inflata,Vriesea inflata,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,914,1322,20.6000003814697,Other,YES,NA
MENE2_29059,MENE2,E5485,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.971389,-40.530278,Coordinates given in the herbarium record,Estacao Biologica de Santa Lucia,Angiosperms,Orchidaceae,Campylocentrum,crassirhizum,Campylocentrum crassirhizum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,627,1293,23.2999992370605,Ombrophilous Forest,YES,NA
KERB_02840,KERB,E2840,BLUMENAU,SANTA CATARINA,SC,Brazil,ABUNDANCE,National Park,-27.048333,-49.083333,Study site,PN Serra do Itajai,Ferns,Aspleniaceae,Asplenium,harpeodes,Asplenium harpeodes,holoepiphyte,NA,NA,NA,NA,2009,2009,Presence_only,522,1652,22.8999996185303,Ombrophilous Forest,YES,NA
MENE2_20258,MENE2,E27507,SERRA,ESPIRITO SANTO,ES,Brazil,NA,NA,-20.1551,-40.2511,Coordinates given in the herbarium record,"Foz do Rio Bubu, Regiao de transicao entre manguezal e tabuleiro.",Angiosperms,Bromeliaceae,Tillandsia,gardneri,Tillandsia gardneri,facultative,NA,NA,NA,NA,NA,NA,Presence_only,35,1091,27.2000007629395,Ombrophilous Forest,YES,NA
MENE2_22892,MENE2,E29901,ROSARIO DO SUL,RIO GRANDE DO SUL,RS,Brazil,NA,NA,-30.2583,-54.9142,Coordinates given in the herbarium record,NA,Angiosperms,Bromeliaceae,Tillandsia,usneoides,Tillandsia usneoides,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,NA,NA,NA,NO,NA
MENE2_26458,MENE2,E33143,SAO PAULO,SAO PAULO,SP,Brazil,NA,NA,-23.9868,-46.7402,Coordinates given in the herbarium record,Marsilac,Angiosperms,Bromeliaceae,Vriesea,vagans,Vriesea vagans,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,715,2589,20.1000003814697,Ombrophilous Forest,YES,NA
KERB_07703,KERB,E7703,FAZENDA RIO GRANDE,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.666271,-49.269229,Forest fragment,Fazenda Experimental Gralha Azul 2,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,NA,NA,NA,NA,2015,2017,Abundance,910,1294,20.5,Ombrophilous Forest,YES,NA
ZAND_00149,ZAND,E0149,MIRACATU,SAO PAULO,SP,Brazil,NA,Primary Forest,-24.0306333,-47.3533722,Study site,Legado das Aguas - Reserva Votorantim,Angiosperms,Orchidaceae,Acianthera,punctatiflora,Acianthera punctatiflora,holoepiphyte,NA,NA,NA,NA,2015,NA,Presence_only,522,1727,22.7999992370605,Ombrophilous Forest,YES,"The sampling method used is walking, in paths of 10 to 20 kilometers."
ANNE_00361,ANNE,30789,CORUPA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-26.45,-49.4,Municipality,Palmeiras II,Angiosperms,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,738,1508,20.7999992370605,Ombrophilous Forest,YES,NA
ELFR_00038,ELFR,E0038,AREADO,MATO GROSSO DO SUL,MS,Brazil,NA,Forest Fragment,-21.34785278,-46.16805,Sampled tree,P27,Angiosperms,Cactaceae,Epiphyllum,phyllanthus,Epiphyllum phyllanthus,holoepiphyte,NA,NA,NA,NA,2015,2016,Abundance,910,1507,22.5,Seasonal Forest,YES,NA
KERC_00235,KERC,E0235,LAURO MULLER,SANTA CATARINA,SC,Brazil,NA,Montane Ombrophilous Mixed Forest,-28.400993,-49.544826,Forest fragment,Serra do Rio do Rastro,Ferns,Aspleniaceae,Asplenium,raddianum,Asplenium raddianum,holoepiphyte,NA,NA,NA,NA,1999,2002,Presence_only,1018,1705,18.3999996185303,Savanna,YES,NA
MENE2_11102,MENE2,E19183,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,NA,NA,-28.169122,-49.862028,Coordinates given in the herbarium record,NA,Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1499,1674,18.2999992370605,Savanna,YES,NA
KESS_00906,KESS,E0906,SAO PAULO,SAO PAULO,SP,Brazil,NA,Forest Fragment,-23.54,-46.63,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,flava,Vriesea flava,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,634,1358,21.7999992370605,Savanna,YES,NA
FRAN_00097,FRAN,E0100,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938611,-41.544167,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Orchidaceae,Bulbophyllum,cantagallense,Bulbophyllum cantagallense,holoepiphyte,Myrtaceae,Eugenia,longipedunculata,Eugenia longipedunculata,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,NA
MENE2_13121,MENE2,E21019,UNA,BAHIA,BA,Brazil,NA,NA,-15.166111,-39.300833,Coordinates given in the herbarium record,"Estrada Soa Jose da Vitoria/Una, 11Km apos o entrocamento c/ a BR-101, depois mais 6.1Km num ramal ao S.",Angiosperms,Araceae,Philodendron,rudgeanum,Philodendron rudgeanum,hemiepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,153,1298,22.5,Ombrophilous Forest,YES,NA
