scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
NA,Bromeliaceae,Dyckia,Bromeliaceae,Dyckia,Schult. f.,flowering plants,Accepted,Bromeliaceae,Schult. f.,-15.536667,-47.973611,2011-06-03,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Zanthoxylum rhoifolium,Rutaceae,Zanthoxylum rhoifolium Lam.,Rutaceae,Zanthoxylum rhoifolium,Lam.,flowering plants,Accepted,Rutaceae,Lam.,-13.32,-41.798611,1999-03-22,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,Fabaceae,Fabaceae,Fabaceae,Fabaceae,Lindl.,flowering plants,Accepted,Fabaceae,Lindl.,-20.12,-44.340972,2008-01-15,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
Alternanthera brasiliana,Amaranthaceae,Alternanthera brasiliana Kuntze,Amaranthaceae,Alternanthera brasiliana,(L.) Kuntze,flowering plants,Accepted,Amaranthaceae,(L.) Kuntze,-6.300008,-40.140003,2014-04-03,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
NA,Pteridaceae,"Tryonia Schuettp., J.Prado & A.T.Cochran",Pteridaceae,Tryonia,"Schuettp., J. Prado & A.T. Cochran",ferns and allies,Accepted,Pteridaceae,"Schuettp., J. Prado & A.T. Cochran",-27.282222,-49.509444,2013-12-03,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
NA,Clusiaceae,Clusia L.,Clusiaceae,Clusia,L.,flowering plants,Accepted,Clusiaceae,L.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,Acanthaceae,Ruellia L.,Acanthaceae,Ruellia,L.,flowering plants,Accepted,Acanthaceae,L.,-13,-39.625333,2011-10-07,GBIF,UESB,UESB,UESB,HUESB,1632,1
NA,Cyperaceae,Scleria P.J.Bergius,Cyperaceae,Scleria,P.J. Bergius,flowering plants,Accepted,Cyperaceae,P.J. Bergius,-14.7056,-47.5247,1973-03-24,GBIF,UnB,UnB,UnB,UB,3120,1
NA,PHYTOLACCACEAE,Seguieria,Phytolaccaceae,Seguieria,Loefl.,flowering plants,Accepted,Phytolaccaceae,Loefl.,3.3666667,-61.4166667,1987-03-18,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
NA,Ochnaceae,Ouratea Aubl.,Ochnaceae,Ouratea,Aubl.,flowering plants,Accepted,Ochnaceae,Aubl.,-10.25,-59.416667,1996-10-09,GBIF,IPA,IPA,IPA,IPA,3347,1
Galactia striata,Leguminosae-Pap.,Galactia striata,Fabaceae,Galactia striata,(Jacq.) Urb.,flowering plants,Accepted,Fabaceae,(Jacq.) Urb.,-22.4947,-48.5581,NA,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Sabicea grisea,Rubiaceae,Sabicea grisea,Rubiaceae,Sabicea grisea,Cham. & Schltdl.,flowering plants,Accepted,Rubiaceae,Cham. & Schltdl.,-12.85,-41.2,1977-02-13,SpeciesLink,UnB,UnB,UnB,UB,1227,1
NA,Melastomataceae,Melastomataceae,Melastomataceae,Melastomataceae,Juss.,flowering plants,Accepted,Melastomataceae,Juss.,-20.076861,-44.02675,2009-01-25,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
NA,Arecaceae,Arecaceae,Arecaceae,Arecaceae,Bercht. & J. Presl,flowering plants,Accepted,Arecaceae,Bercht. & J. Presl,-22.996944,-44.601111,2014-11-01,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Cranichis candida,Orchidaceae,Cranichis candida Cogn.,Orchidaceae,Cranichis candida,Cogn.,flowering plants,Accepted,Orchidaceae,Cogn.,NA,NA,2015-05-02,GBIF,"Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR",EFC,1864,1
Cuphea thymoides,Lythraceae,Cuphea thymoides Cham. & Schltdl.,Lythraceae,Cuphea thymoides,Cham. & Schltdl.,flowering plants,Accepted,Lythraceae,Cham. & Schltdl.,-20.197222,-47.419444,2003-11-02,GBIF,USP,USP,USP,SPF,3527,1
Helicteres brevispira,Malvaceae,Helicteres brevispira A.St.-Hil.,Malvaceae,Helicteres brevispira,A. St.-Hil.,flowering plants,Accepted,Malvaceae,A. St.-Hil.,-15.666667,-47.916667,1990-08-09,GBIF,Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),HEPH,2371,1
Leandra acutiflora,Melastomataceae,Leandra acutiflora Cogn.,Melastomataceae,Leandra acutiflora,(Naudin) Cogn.,flowering plants,Accepted,Melastomataceae,(Naudin) Cogn.,-26.91,-50.220278,2010-02-22,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Baccharis erioclada,Asteraceae,Baccharis erioclada DC.,Asteraceae,Baccharis erioclada,DC.,flowering plants,Accepted,Asteraceae,DC.,-26.032222,-48.979167,2013-10-31,GBIF,UnB,UnB,UnB,UB,3120,1
NA,Radulaceae,Radula Dumort.,Radulaceae,Radula,Dumort.,bryophytes,Accepted,Radulaceae,Dumort.,-16.366667,-39.166667,1999-09-10,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Diplotropis incexis,Fabaceae,Diplotropis incexis Rizzini & A.Mattos,Fabaceae,Diplotropis incexis,Rizzini & A. Mattos,flowering plants,Accepted,Fabaceae,Rizzini & A. Mattos,-19.152097,-40.018284,1981-11-24,GBIF,Reserva Natural Vale (CVRD),Reserva Natural Vale (CVRD),Reserva Natural Vale (CVRD),CVRD,2209,1
Psychotria vellosiana,Rubiaceae,Psychotria velloziana Benth.,Rubiaceae,Psychotria vellosiana,Benth.,flowering plants,Accepted,Rubiaceae,Benth.,NA,NA,2016-10-19,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
NA,Cucurbitaceae,Gurania,Cucurbitaceae,Gurania,(Schltdl.) Cogn.,flowering plants,Accepted,Cucurbitaceae,(Schltdl.) Cogn.,-9.6016666667,-35.9225,2002-04-06,SpeciesLink,IMA,IMA,IMA,MAC,856,1
Clethra scabra,Clethraceae,Clethra scabra Pers.,Clethraceae,Clethra scabra,Pers.,flowering plants,Accepted,Clethraceae,Pers.,-26.552778,-51.028056,2008-01-17,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Coccocypselum lanceolatum,Rubiaceae,Coccocypselum lanceolatum,Rubiaceae,Coccocypselum lanceolatum,(Ruiz & Pav.) Pers.,flowering plants,Accepted,Rubiaceae,(Ruiz & Pav.) Pers.,-22.5231,-46.65,1939-01-21,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Eriosema crinitum,Fabaceae,Eriosema crinitum G.Don,Fabaceae,Eriosema crinitum,NA,flowering plants,No opinion,Fabaceae,NA,-13.68,-46.1,1983-06-15,GBIF,K,K,K,Herbarium,3716,1
Tapura guianensis,Dichapetalaceae,Tapura guianensis,Dichapetalaceae,Tapura guianensis,Aubl.,flowering plants,Accepted,Dichapetalaceae,Aubl.,-3.866667,-49.733333,1980-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Fissidens amoenus,Fissidentaceae,Fissidens amoenus Müll. Hal.,Fissidentaceae,Fissidens amoenus,Müll. Hal.,bryophytes,Accepted,Fissidentaceae,Müll. Hal.,-28.5,-49.01666,NA,MO,"BM, NY","BM, NY","BM, NY",NA,280,1
Senna silvestris,Fabaceae,Senna silvestris subsp. bifaria H.S.Irwin & Barneby,Fabaceae,Senna silvestris subsp. bifaria,H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,H.S. Irwin & Barneby,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Myrcia spectabilis,Myrtaceae,Myrcia spectabilis DC.,Myrtaceae,Myrcia spectabilis,DC.,flowering plants,Accepted,Myrtaceae,DC.,-7.838889,-35.002778,2002-12-27,GBIF,UFRPE,UFRPE,UFRPE,PEUFR,2469,1
Aspidosperma macrocarpon,Apocynaceae,Aspidosperma macrocarpon Mart.,Apocynaceae,Aspidosperma macrocarpon,Mart.,flowering plants,Accepted,Apocynaceae,Mart.,-13.519167,-45.015833,2000-02-16,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
NA,NA,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,-2.465556,-44.181944,1972-10-25,GBIF,UFMA,UFMA,UFMA,MAR,3744,1
Averrhoidium gardnerianum,Sapindaceae,Averrhoidium gardnerianum Baill.,Sapindaceae,Averrhoidium gardnerianum,Baill.,flowering plants,Accepted,Sapindaceae,Baill.,-9.071472,-38.104806,2009-01-29,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Merremia macrocalyx,Convolvulaceae,Merremia macrocalyx (Ruiz & Pav.) O'Donell,Convolvulaceae,Merremia macrocalyx,(Ruiz & Pav.) O'Donell,flowering plants,Accepted,Convolvulaceae,(Ruiz & Pav.) O'Donell,-13.986111,-39.935556,2011-08-23,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
NA,Amaranthaceae,Amaranthaceae,Amaranthaceae,Amaranthaceae,Juss.,flowering plants,Accepted,Amaranthaceae,Juss.,-14.122222,-47.734444,2017-09-27,GBIF,Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),HEPH,2371,1
NA,Annonaceae,Guatteria,Annonaceae,Guatteria,Ruiz & Pav.,flowering plants,Accepted,Annonaceae,Ruiz & Pav.,-18.473303,-43.488094,2011-04-09,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
NA,Sapindaceae,Serjania Mill.,Sapindaceae,Serjania,Mill.,flowering plants,Accepted,Sapindaceae,Mill.,-27.720833,-53.626111,2013-02-20,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Siparuna cervicornis,Monimiaceae,Siparuna cervicornis Perkins,Siparunaceae,Siparuna cervicornis,Perkins,flowering plants,Accepted,Siparunaceae,Perkins,-9.13028,-70.17694,1999-03-24,NY,NY,NY,NY,Herbarium,104,1
Myrcia inaequiloba,Myrtaceae,Myrcia inaequiloba (DC.) Lemée,Myrtaceae,Myrcia inaequiloba,(DC.) Lemée,flowering plants,Accepted,Myrtaceae,(DC.) Lemée,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,Fabaceae,Inga Mill.,Fabaceae,Inga,Mill.,flowering plants,Accepted,Fabaceae,Mill.,-14.217556,-40.161917,2014-03-26,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
NA,Sapindaceae,Cupania L.,Sapindaceae,Cupania,L.,flowering plants,Accepted,Sapindaceae,L.,-18.766944,-40.457778,2008-05-10,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Genipa americana,Rubiaceae,Genipa americana L.,Rubiaceae,Genipa americana,L.,flowering plants,Accepted,Rubiaceae,L.,-10.066667,-67.533333,1997-03-06,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Verbenaceae,Lippia L.,Verbenaceae,Lippia,L.,flowering plants,Accepted,Verbenaceae,L.,-16.9925,-43.500833,2011-07-06,GBIF,Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),Universidade Federal de Juiz de Fora (UFJF),CESJ,2728,1
Caryocar coriaceum,Caryocaraceae,Caryocar coriaceum Wittm.,Caryocaraceae,Caryocar coriaceum,Wittm.,flowering plants,Accepted,Caryocaraceae,Wittm.,NA,NA,2009-06-30,GBIF,"Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE","Universidade Federal Rural de Pernambuco, UFRPE",HST,2125,1
Dorstenia turnerifolia,Moraceae,Dorstenia turnerifolia Fisch. & C.A.Mey.,Moraceae,Dorstenia turnerifolia,Fisch. & C.A. Mey.,flowering plants,Accepted,Moraceae,Fisch. & C.A. Mey.,-15.158056,-39.528611,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Trema micrantha,CANNABACEAE,Trema micrantha (L.) Blume,Cannabaceae,Trema micrantha,(L.) Blume,flowering plants,Accepted,Cannabaceae,(L.) Blume,-8.2666667,-67.6,2005-05-01,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Swartzia recurva,Fabaceae,Fabaceae Swartzia recurva,Fabaceae,Swartzia recurva,Poepp.,flowering plants,Accepted,Fabaceae,Poepp.,-2.4066878,-59.9015673,2006-09-05,TEAM,Manaus,Eduardo Eler,NA,NA,42,1
NA,Ehretiaceae,Cordia L.,Boraginaceae,Cordia,L.,flowering plants,Accepted,Boraginaceae,L.,-6.812167,-43.111667,2006-01-28,GBIF,UFPI,UFPI,UFPI,TEPB,2593,1
Aristolochia cymbifera,Aristolochiaceae,Aristolochia cymbifera Mart. & Zucc.,Aristolochiaceae,Aristolochia cymbifera,Mart.,flowering plants,Accepted,Aristolochiaceae,Mart.,-23.400833,-46.465833,2013-06-18,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Eleocharis geniculata,Cyperaceae,Eleocharis geniculata (L.) Roem. & Schult.,Cyperaceae,Eleocharis geniculata,(L.) Roem. & Schult.,flowering plants,Accepted,Cyperaceae,(L.) Roem. & Schult.,-7.1122,-35.1303,2006-07-21,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Croton glutinosus,Euphorbiaceae,Croton glutinosus Müll. Arg.,Euphorbiaceae,Croton glutinosus,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,Müll. Arg.,-13.66666,-41.33333,1974-01-30,MO,MO,MO,MO,NA,280,1
Ferdinandusa edmundoi,Rubiaceae,Ferdinandusa edmundoi Sucre,Rubiaceae,Ferdinandusa edmundoi,Sucre,flowering plants,Accepted,Rubiaceae,Sucre,-20.179444,-43.444167,2016-03-15,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Campomanesia pubescens,Myrtaceae,Campomanesia pubescens O.Berg,Myrtaceae,Campomanesia pubescens,(DC.) O. Berg,flowering plants,Accepted,Myrtaceae,(DC.) O. Berg,-21.833333,-45.4,NA,GBIF,ULM,ULM,ULM,Herbarium University Ulm,3232,1
Chiococca alba,Rubiaceae,Chiococca alba Hitchc.,Rubiaceae,Chiococca alba,(L.) Hitchc.,flowering plants,Accepted,Rubiaceae,(L.) Hitchc.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Cedrela fissilis,Meliaceae,Cedrela fissilis Vell.,Meliaceae,Cedrela fissilis,Vell.,flowering plants,Accepted,Meliaceae,Vell.,NA,NA,2009-12-10,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Lessingianthus grandiflorus,Asteraceae,Lessingianthus grandiflorus (Less.) H.Rob.,Asteraceae,Lessingianthus grandiflorus,(Less.) H. Rob.,flowering plants,Accepted,Asteraceae,(Less.) H. Rob.,-23.4,-48.321111,2007-02-14,GBIF,IF,IF,IF,SPSF,2774,1
Solanum alternatopinnatum,Solanaceae,Solanum alternatopinnatum Steud.,Solanaceae,Solanum alternatopinnatum,Steud.,flowering plants,Accepted,Solanaceae,Steud.,-26.354444,-49.285555,2016-07-11,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Aspilia reflexa,Asteraceae,Aspilia reflexa (Sch.Bip. ex Baker) Baker,Asteraceae,Aspilia reflexa,(Sch.Bip. ex Baker) Baker,flowering plants,Accepted,Asteraceae,(Sch.Bip. ex Baker) Baker,-19.216667,-47.95,1983-10-03,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Alibertia edulis,Rubiaceae,Alibertia edulis A.Rich. ex DC.,Rubiaceae,Alibertia edulis,(Rich.) A. Rich. ex DC.,flowering plants,Accepted,Rubiaceae,(Rich.) A. Rich. ex DC.,-8.364444,-48.147222,2010-03-24,GBIF,UNITINS,UNITINS,UNITINS,HUTO,2430,1
Richterago hatschbachii,Asteraceae,Richterago hatschbachii (Zardini) Roque,Asteraceae,Richterago hatschbachii,(Zardini) Roque,flowering plants,Accepted,Asteraceae,(Zardini) Roque,-16.8525,-43.043333,2007-11-20,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Fabaceae,Mimosa,Fabaceae,Mimosa,L.,flowering plants,Accepted,Fabaceae,L.,-27.401667,-51.224722,1988-11-20,SpeciesLink,PUCRS,PUCRS,PUCRS,MPUC,681,1
NA,Asteraceae,Calea L.,Asteraceae,Calea,L.,flowering plants,Accepted,Asteraceae,L.,-13.637778,-41.761667,2008-03-26,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Sisyrinchium vaginatum,Iridaceae,Sisyrinchium vaginatum Spreng.,Iridaceae,Sisyrinchium vaginatum,Spreng.,flowering plants,Accepted,Iridaceae,Spreng.,-15.964444,-47.819444,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Entada polystachya,Fabaceae,Entada polystachya var. polystachya,Fabaceae,Entada polystachya var. polystachya,NA,flowering plants,Accepted,Fabaceae,NA,-7.3225,-47.645555,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
Gunnera manicata,Gunneraceae,Gunnera manicata Linden,Gunneraceae,Gunnera manicata,Linden,flowering plants,Accepted,Gunneraceae,Linden,-28.056389,-49.366944,2011-11-12,GBIF,USP,USP,USP,SPF,3527,1
Evolvulus elegans,Convolvulaceae,Evolvulus elegans Moric.,Convolvulaceae,Evolvulus elegans,Moric.,flowering plants,Accepted,Convolvulaceae,Moric.,-13.006667,-41.374444,1997-02-13,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Rumohra adiantiformis,Dryopteridaceae,Rumohra adiantiformis (G.Forst.) Ching,Dryopteridaceae,Rumohra adiantiformis,(G. Forst.) Ching,ferns and allies,Accepted,Dryopteridaceae,(G. Forst.) Ching,-12.450556,-41.450833,1995-02-23,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
Neojobertia candolleana,Bignoniaceae,Neojobertia candolleana Bureau & K.Schum.,Bignoniaceae,Neojobertia candolleana,(Mart. ex DC.) Bureau & K. Schum.,flowering plants,Accepted,Bignoniaceae,(Mart. ex DC.) Bureau & K. Schum.,-9.536111,-41.352778,2003-11-28,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Pouzolzia formicaria,Urticaceae,Pouzolzia formicaria Wedd.,Urticaceae,Pouzolzia formicaria,(Poepp. ex Wedd.) Wedd.,flowering plants,Accepted,Urticaceae,(Poepp. ex Wedd.) Wedd.,-7.214444,-72.054722,2011-03-16,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Passiflora vitifolia,Passifloraceae,Passiflora vitifolia Kunth,Passifloraceae,Passiflora vitifolia,Kunth,flowering plants,Accepted,Passifloraceae,Kunth,-10,-55,NA,GBIF,SNSB-M,SNSB-M,SNSB-M,BSMvplantscoll,1972,1
Lueheopsis rosea,Malvaceae,Lueheopsis rosea Burret,Malvaceae,Lueheopsis rosea,(Ducke) Burret,flowering plants,Accepted,Malvaceae,(Ducke) Burret,-9.16,-64.186111,2012-08-14,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Pleopeltis hirsutissima,Polypodiaceae,Pleopeltis hirsutissima (Raddi) de la Sota,Polypodiaceae,Pleopeltis hirsutissima,(Raddi) de la Sota,ferns and allies,Accepted,Polypodiaceae,(Raddi) de la Sota,-26.365,-49.235555,2010-05-10,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Pisonia aculeata,Nyctaginaceae,Pisonia aculeata L.,Nyctaginaceae,Pisonia aculeata,L.,flowering plants,Accepted,Nyctaginaceae,L.,NA,NA,2014-08-28,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Cordiera sessilis,Rubiaceae,Cordiera sessilis Kuntze,Rubiaceae,Cordiera sessilis,(Vell.) Kuntze,flowering plants,Accepted,Rubiaceae,(Vell.) Kuntze,-15.905833,-48.012222,2008-11-05,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Annona coriacea,Annonaceae,Annona coriacea Mart.,Annonaceae,Annona coriacea,Mart.,flowering plants,Accepted,Annonaceae,Mart.,-20.456306,-55.486694,2014-11-26,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
NA,Myrtaceae,Campomanesia Ruiz & Pav.,Myrtaceae,Campomanesia,Ruiz & Pav.,flowering plants,Accepted,Myrtaceae,Ruiz & Pav.,-15.466666,-56.05,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,1
NA,Fabaceae,Anadenanthera Speg.,Fabaceae,Anadenanthera,Speg.,flowering plants,Accepted,Fabaceae,Speg.,-14.1,-46.3,1995-10-20,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
NA,Euphorbiaceae,Croton L.,Euphorbiaceae,Croton,L.,flowering plants,Accepted,Euphorbiaceae,L.,-19.230833,-40.876389,2010-03-12,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Piper umbellatum,Piperaceae,Piper umbellatum L.,Piperaceae,Piper umbellatum,L.,flowering plants,Accepted,Piperaceae,L.,-20.112139,-40.55525,2013-03-08,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
NA,Fabaceae,Mimosa L.,Fabaceae,Mimosa,L.,flowering plants,Accepted,Fabaceae,L.,-17.964722,-51.878333,2012-10-10,GBIF,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),HJ,1627,1
Eryngium elegans,Apiaceae,Eryngium elegans Cham. & Schltdl.,Apiaceae,Eryngium elegans,Cham. & Schltdl.,flowering plants,Accepted,Apiaceae,Cham. & Schltdl.,-18.463333,-52.013333,2009-09-05,GBIF,UnB,UnB,UnB,UB,3120,1
Jatropha ribifolia,Euphorbiaceae,Jatropha ribifolia,Euphorbiaceae,Jatropha ribifolia,(Pohl) Baill.,flowering plants,Accepted,Euphorbiaceae,(Pohl) Baill.,-9.328056,-40.551936,2010-03-18,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
NA,Melastomataceae,Tibouchina Aubl.,Melastomataceae,Tibouchina,Aubl.,flowering plants,Accepted,Melastomataceae,Aubl.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
Smilax spruceana,Smilacaceae,Smilax spruceana A.DC.,Smilacaceae,Smilax spruceana,A. DC.,flowering plants,Accepted,Smilacaceae,A. DC.,-9.213889,-35.522222,2003-08-30,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
NA,RUBIACEAE,Faramea,Rubiaceae,Faramea,Aubl.,flowering plants,Accepted,Rubiaceae,Aubl.,-19.9075,-40.553056,2003-07-10,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Coutarea hexandra,Rubiaceae,Coutarea hexandra,Rubiaceae,Coutarea hexandra,(Jacq.) K. Schum.,flowering plants,Accepted,Rubiaceae,(Jacq.) K. Schum.,-5.865,-35.1858333333,2011-08-20,SpeciesLink,UFRN,UFRN,UFRN,UFRN,610,1
NA,Gramineae,Saccharum,Poaceae,Saccharum,L.,flowering plants,Accepted,Poaceae,L.,-29.443611,-50.605833,2011-05-19,SpeciesLink,UnB,UnB,UnB,UB,1227,1
NA,Piperaceae,Piper L.,Piperaceae,Piper,L.,flowering plants,Accepted,Piperaceae,L.,-0.25,-50.5,1987-10-22,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Hymenaea intermedia,Fabaceae,Hymenaea intermedia Ducke,Fabaceae,Hymenaea intermedia,Ducke,flowering plants,Accepted,Fabaceae,Ducke,-2.883333,-59.97,1966-01-01,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Ramisia brasiliensis,Nyctaginaceae,Ramisia brasiliensis Glaz.,Nyctaginaceae,Ramisia brasiliensis,Oliv.,flowering plants,Accepted,Nyctaginaceae,Oliv.,-20.767222,-41.550278,2008-02-15,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Blechnum brasiliense,Blechnaceae,Blechnum brasiliense Desv.,Blechnaceae,Blechnum brasiliense,Desv.,ferns and allies,Accepted,Blechnaceae,Desv.,-30.923333,-52.061944,2010-01-11,GBIF,UFRGS,UFRGS,UFRGS,ICN,2637,1
Rhipsalis pachyptera,Cactaceae,Rhipsalis pachyptera Pfeiff.,Cactaceae,Rhipsalis pachyptera,Pfeiff.,flowering plants,Accepted,Cactaceae,Pfeiff.,NA,NA,2010-06-24,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Perebea guianensis,Moraceae,Perebea guianensis guianensis,Moraceae,Perebea guianensis subsp. guianensis,NA,flowering plants,Accepted,Moraceae,NA,0.8,-63.35,1985-07-10,SpeciesLink,FEMACT,FEMACT,FEMACT,MIRR,707,1
Solanum aculeatissimum,Solanaceae,Solanum aculeatissimum Jacq.,Solanaceae,Solanum aculeatissimum,Jacq.,flowering plants,Accepted,Solanaceae,Jacq.,-25.625167,-49.336889,2011-11-19,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
NA,Clusiaceae,Clusia,Clusiaceae,Clusia,L.,flowering plants,Accepted,Clusiaceae,L.,-24.70028,-47.54972,1990-04-25,NY,NY,NY,NY,Herbarium,104,1
Erythroxylum gracilipes,Erythroxylaceae,Erythroxylum gracilipes Peyr.,Erythroxylaceae,Erythroxylum gracilipes,Peyr.,flowering plants,Accepted,Erythroxylaceae,Peyr.,-10.8339,-52.8731,1995-11-24,GBIF,F,F,F,Botany,3567,1
NA,Meliaceae,Guarea F.Allam. ex L.,Meliaceae,Guarea,F. Allam. ex L.,flowering plants,Accepted,Meliaceae,F. Allam. ex L.,-21.4678,-47.0047,2006-09-11,GBIF,IAC,IAC,IAC,IAC,3493,1
